id	title	description	link	image_link	availability	price	brand	condition	google_product_category	identifier_exists
sello-para-ceramica	Sello de bronce para cerámica personalizado	Marcá cerámica en crudo con sello de bronce CNC. Diseño personalizado, marcas limpias después del horneado.	https://alcohnsellos.com/sellos/para-ceramica	https://alcohnsellos.com/images/carousel/ceramica.webp	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
sello-para-jabon	Sello de bronce para jabón artesanal	Sello de bronce para jabonería artesanal y cosmética sólida. Tu logo en cada pieza. Fabricación en Argentina.	https://alcohnsellos.com/sellos/para-jabon	https://alcohnsellos.com/images/carousel/jabon.webp	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
sello-para-packaging	Sello de bronce para packaging y cartón	Sello de bronce para marcar packaging, cartón y productos de papel. Refuerza tu marca en cada unidad.	https://alcohnsellos.com/sellos/para-packaging	https://alcohnsellos.com/images/clientes/cliente-monk-02.webp	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
sello-para-lacre	Sello de bronce para lacre personalizado	Sello de bronce para lacre en sobres, invitaciones y cierres premium. Diseño elegante, fabricación CNC.	https://alcohnsellos.com/sellos/para-lacre	https://alcohnsellos.com/images/carousel/lacre.webp	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
sello-para-hielo	Sello para hielo y coctelería | Bronce CNC	Sello de bronce para marcar hielo y cocteles. Ideal para bares y eventos. Diseño personalizado Alcohn.	https://alcohnsellos.com/sellos/para-hielo	https://alcohnsellos.com/images/carousel/hielo.webp	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
sello-para-pan	Sello para pan y hamburguesa personalizado | Bronce	Sello de bronce para pan de hamburguesa, masas y gastronomía. Marcá con tu logo antes de hornear.	https://alcohnsellos.com/sellos/para-pan	https://alcohnsellos.com/images/carousel/pan.webp	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
sello-para-fruta	Sello para fruta y decoración de cocktails	Sello de bronce para fruta y coctelería. Decoración y branding en barra. Fabricación CNC Argentina.	https://alcohnsellos.com/sellos/para-fruta	https://alcohnsellos.com/images/carousel/fruta.webp	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-mate	Sello estándar Mate en bronce | Alcohn	Sello de mate imperial para marcar cuero, madera y productos de campo.	https://alcohnsellos.com/sellos/estandar/mate	https://alcohnsellos.com/images/sellos%20estandar/campo/MATE/Mate.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-herradura	Sello estándar Herradura en bronce | Alcohn	Herradura clásica para marcar productos de cuero y madera.	https://alcohnsellos.com/sellos/estandar/herradura	https://alcohnsellos.com/images/sellos%20estandar/campo/HERRADURA/Herradura.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-cabeza-caballo	Sello estándar Cabeza de Caballo en bronce | Alcohn	Cabeza de caballo para marcar piezas de cuero con identidad de campo.	https://alcohnsellos.com/sellos/estandar/cabeza-caballo	https://alcohnsellos.com/images/sellos%20estandar/campo/CABEZA%20CABALLO/Cabeza%20Caballo.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-caballo	Sello estándar Caballo en bronce | Alcohn	Caballo saltando para marcar productos de cuero y madera con estilo gauchesco.	https://alcohnsellos.com/sellos/estandar/caballo	https://alcohnsellos.com/images/sellos%20estandar/campo/CABALLO/Caballo.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-boca-juniors	Sello estándar Boca Juniors en bronce | Alcohn	Escudo de Boca Juniors en bronce para marcar cuero y productos de hinchada.	https://alcohnsellos.com/sellos/estandar/boca-juniors	https://alcohnsellos.com/images/sellos%20estandar/futbol/Boca/Boca%20Juniors.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-river-plate	Sello estándar River Plate en bronce | Alcohn	Escudo de River Plate en bronce para marcar cuero y accesorios.	https://alcohnsellos.com/sellos/estandar/river-plate	https://alcohnsellos.com/images/sellos%20estandar/futbol/River/River.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-independiente	Sello estándar Independiente en bronce | Alcohn	Escudo de Independiente en bronce para marcar productos de cuero.	https://alcohnsellos.com/sellos/estandar/independiente	https://alcohnsellos.com/images/sellos%20estandar/futbol/Independiente/Independiente.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-racing	Sello estándar Racing en bronce | Alcohn	Escudo de Racing Club en bronce para marcar cuero y productos personalizados.	https://alcohnsellos.com/sellos/estandar/racing	https://alcohnsellos.com/images/sellos%20estandar/futbol/Racing/Racing.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-rosario-central	Sello estándar Rosario Central en bronce | Alcohn	Escudo de Rosario Central en bronce para marcar cuero y accesorios.	https://alcohnsellos.com/sellos/estandar/rosario-central	https://alcohnsellos.com/images/sellos%20estandar/futbol/Rosario/Rosario.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-newells	Sello estándar Newell's Old Boys en bronce | Alcohn	Escudo de Newell's Old Boys en bronce para marcar cuero y productos de hinchada.	https://alcohnsellos.com/sellos/estandar/newells	https://alcohnsellos.com/images/sellos%20estandar/futbol/Newels/Newells.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-afa	Sello estándar AFA en bronce | Alcohn	Escudo de la AFA en bronce para marcar productos de la selección argentina.	https://alcohnsellos.com/sellos/estandar/afa	https://alcohnsellos.com/images/sellos%20estandar/futbol/AFA/AFA.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-argentina-mapa	Sello estándar Argentina en bronce | Alcohn	Mapa de Argentina en bronce para marcar productos nacionales y artesanales.	https://alcohnsellos.com/sellos/estandar/argentina-mapa	https://alcohnsellos.com/images/sellos%20estandar/patrio/Argentina/argentina-mapa-sello-bronce.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-escudo-argentina	Sello estándar Escudo Nacional en bronce | Alcohn	Escudo nacional argentino en bronce para marcar productos premium.	https://alcohnsellos.com/sellos/estandar/escudo-argentina	https://alcohnsellos.com/images/sellos%20estandar/patrio/Escudo%20Argentina/Escudo%20Argentina.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-malvinas	Sello estándar Malvinas en bronce | Alcohn	Islas Malvinas en bronce para marcar productos con identidad patria.	https://alcohnsellos.com/sellos/estandar/malvinas	https://alcohnsellos.com/images/sellos%20estandar/patrio/Malvinas/Malvinass.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-sol-de-mayo	Sello estándar Sol de Mayo en bronce | Alcohn	Sol de Mayo en bronce, símbolo patrio para marcar cuero y madera.	https://alcohnsellos.com/sellos/estandar/sol-de-mayo	https://alcohnsellos.com/images/sellos%20estandar/patrio/Sol%20de%20Mayo/Sol%20de%20Mayo.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-capybara	Sello estándar Carpincho en bronce | Alcohn	Carpincho en bronce para marcar productos de campo y cuero.	https://alcohnsellos.com/sellos/estandar/capybara	https://alcohnsellos.com/images/sellos%20estandar/patrio/Capybara/Capybara.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
estandar-bandera-argentina	Sello estándar Bandera Argentina en bronce | Alcohn	Bandera argentina en bronce para marcar productos nacionales.	https://alcohnsellos.com/sellos/estandar/bandera-argentina	https://alcohnsellos.com/images/sellos%20estandar/patrio/Bandera%20Argentina/bandera-argentina-sello-bronce.png	in_stock	69500.00 ARS	Alcohn	new	Herramientas y ferretería > Herramientas > Sellos y punzones	no
